S;k;time
77;14;0.000016
77;15;0.000017
77;16;0.000017
77;17;0.000061
77;18;0.000018
77;19;0.000019
78;0;0.000009
78;1;0.000011
78;2;0.000011
78;3;0.000012
78;4;0.000012
78;5;0.000013
78;6;0.000014
78;7;0.000014
78;8;0.000014
78;9;0.000015
78;10;0.000016
78;11;0.000016
78;12;0.000016
78;13;0.000016
78;14;0.000016
78;15;0.000017
78;16;0.000017
78;17;0.000019
78;18;0.000018
78;19;0.000020
79;0;0.000009
79;1;0.000011
79;2;0.000011
79;3;0.000011
79;4;0.000013
79;5;0.000013
79;6;0.000015
79;7;0.000014
79;8;0.000015
79;9;0.000015
79;10;0.000016
79;11;0.000018
79;12;0.000017
79;13;0.000018
79;14;0.000017
79;15;0.000018
79;16;0.000019
79;17;0.000021
79;18;0.000018
79;19;0.000020
80;0;0.000009
80;1;0.000011
80;2;0.000010
80;3;0.000012
80;4;0.000013
80;5;0.000014
80;6;0.000015
80;7;0.000014
80;8;0.000016
80;9;0.000015
80;10;0.000015
80;11;0.000016
80;12;0.000016
80;13;0.000017
80;14;0.000017
80;15;0.000018
80;16;0.000017
80;17;0.000018
80;18;0.000018
80;19;0.000019
81;0;0.000010
81;1;0.000011
81;2;0.000012
81;3;0.000012
81;4;0.000012
81;5;0.000014
81;6;0.000014
81;7;0.000015
81;8;0.000033
81;9;0.000016
81;10;0.000016
81;11;0.000017
81;12;0.000016
81;13;0.000017
81;14;0.000018
81;15;0.000018
81;16;0.000018
81;17;0.000018
81;18;0.000019
81;19;0.000019
82;0;0.000009
82;1;0.000010
82;2;0.000012
82;3;0.000012
82;4;0.000013
82;5;0.000014
82;6;0.000015
82;7;0.000014
82;8;0.000016
82;9;0.000015
82;10;0.000017
82;11;0.000016
82;12;0.000016
82;13;0.000017
82;14;0.000018
82;15;0.000019
82;16;0.000018
82;17;0.000019
82;18;0.000019
82;19;0.000021
83;0;0.000010
83;1;0.000011
83;2;0.000012
83;3;0.000038
83;4;0.000028
83;5;0.000014
83;6;0.000014
83;7;0.000015
83;8;0.000016
83;9;0.000015
83;10;0.000017
83;11;0.000016
83;12;0.000017
83;13;0.000017
83;14;0.000017
83;15;0.000019
83;16;0.000018
83;17;0.000022
83;18;0.000020
83;19;0.000020
84;0;0.000009
84;1;0.000011
84;2;0.000011
84;3;0.000013
84;4;0.000012
84;5;0.000014
84;6;0.000015
84;7;0.000015
84;8;0.000017
84;9;0.000016
84;10;0.000018
84;11;0.000016
84;12;0.000018
84;13;0.000018
84;14;0.000018
84;15;0.000019
84;16;0.000019
84;17;0.000020
84;18;0.000019
84;19;0.000021
85;0;0.000009
85;1;0.000011
85;2;0.000012
85;3;0.000012
85;4;0.000013
85;5;0.000014
85;6;0.000016
85;7;0.000016
85;8;0.000015
85;9;0.000016
85;10;0.000017
85;11;0.000017
85;12;0.000017
85;13;0.000019
85;14;0.000018
85;15;0.000019
85;16;0.000054
85;17;0.000020
85;18;0.000020
85;19;0.000021
86;0;0.000009
86;1;0.000011
86;2;0.000012
86;3;0.000012
86;4;0.000014
86;5;0.000014
86;6;0.000015
86;7;0.000015
86;8;0.000016
86;9;0.000016
86;10;0.000016
86;11;0.000017
86;12;0.000019
86;13;0.000018
86;14;0.000019
86;15;0.000019
86;16;0.000020
86;17;0.000020
86;18;0.000020
86;19;0.000020
87;0;0.000010
87;1;0.000011
87;2;0.000012
87;3;0.000014
87;4;0.000013
87;5;0.000015
87;6;0.000015
87;7;0.000015
87;8;0.000016
87;9;0.000016
87;10;0.000018
87;11;0.000044
87;12;0.000033
87;13;0.000018
87;14;0.000018
87;15;0.000019
87;16;0.000019
87;17;0.000022
87;18;0.000020
87;19;0.000021
88;0;0.000009
88;1;0.000011
88;2;0.000013
88;3;0.000013
88;4;0.000015
88;5;0.000015
88;6;0.000015
88;7;0.000015
88;8;0.000016
88;9;0.000017
88;10;0.000017
88;11;0.000019
88;12;0.000018
88;13;0.000020
88;14;0.000019
88;15;0.000019
88;16;0.000019
88;17;0.000020
88;18;0.000021
88;19;0.000021
89;0;0.000011
89;1;0.000012
89;2;0.000013
89;3;0.000013
89;4;0.000014
89;5;0.000015
89;6;0.000017
89;7;0.000016
89;8;0.000017
89;9;0.000017
89;10;0.000017
89;11;0.000019
89;12;0.000021
89;13;0.000018
89;14;0.000019
89;15;0.000019
89;16;0.000020
89;17;0.000020
89;18;0.000021
89;19;0.000021
90;0;0.000010
90;1;0.000012
90;2;0.000013
90;3;0.000014
90;4;0.000014
90;5;0.000015
90;6;0.000016
90;7;0.000017
90;8;0.000018
90;9;0.000017
90;10;0.000018
90;11;0.000018
90;12;0.000019
90;13;0.000019
90;14;0.000019
90;15;0.000019
90;16;0.000021
90;17;0.000020
90;18;0.000022
90;19;0.000021
91;0;0.000010
91;1;0.000011
91;2;0.000013
91;3;0.000013
91;4;0.000014
91;5;0.000016
91;6;0.000016
91;7;0.000017
91;8;0.000017
91;9;0.000017
91;10;0.000017
91;11;0.000018
91;12;0.000019
91;13;0.000019
91;14;0.000020
91;15;0.000020
91;16;0.000020
91;17;0.000023
91;18;0.000021
91;19;0.000022
92;0;0.000010
92;1;0.000011
92;2;0.000014
92;3;0.000056
92;4;0.000014
92;5;0.000016
92;6;0.000016
92;7;0.000017
92;8;0.000017
92;9;0.000018
92;10;0.000018
92;11;0.000018
92;12;0.000019
92;13;0.000019
92;14;0.000054
92;15;0.000020
92;16;0.000022
92;17;0.000021
92;18;0.000021
92;19;0.000022
93;0;0.000010
93;1;0.000012
93;2;0.000012
93;3;0.000014
93;4;0.000014
93;5;0.000016
93;6;0.000016
93;7;0.000017
93;8;0.000018
93;9;0.000018
93;10;0.000019
93;11;0.000019
93;12;0.000019
93;13;0.000020
93;14;0.000019
93;15;0.000021
93;16;0.000021
93;17;0.000022
93;18;0.000021
93;19;0.000023
94;0;0.000010
94;1;0.000012
94;2;0.000012
94;3;0.000014
94;4;0.000015
94;5;0.000015
94;6;0.000017
94;7;0.000017
94;8;0.000017
94;9;0.000018
94;10;0.000019
94;11;0.000020
94;12;0.000019
94;13;0.000019
94;14;0.000020
94;15;0.000020
94;16;0.000020
94;17;0.000021
94;18;0.000022
94;19;0.000022
95;0;0.000011
95;1;0.000012
95;2;0.000014
95;3;0.000013
95;4;0.000016
95;5;0.000016
95;6;0.000017
95;7;0.000017
95;8;0.000017
95;9;0.000018
95;10;0.000018
95;11;0.000020
95;12;0.000020
95;13;0.000021
95;14;0.000020
95;15;0.000020
95;16;0.000021
95;17;0.000022
95;18;0.000024
95;19;0.000022
96;0;0.000011
96;1;0.000014
96;2;0.000014
96;3;0.000014
96;4;0.000014
96;5;0.000016
96;6;0.000018
96;7;0.000017
96;8;0.000018
96;9;0.000018
96;10;0.000020
96;11;0.000020
96;12;0.000020
96;13;0.000020
96;14;0.000036
96;15;0.000021
96;16;0.000022
96;17;0.000023
96;18;0.000022
96;19;0.000023
97;0;0.000011
97;1;0.000012
97;2;0.000013
97;3;0.000013
97;4;0.000016
97;5;0.000016
97;6;0.000017
97;7;0.000017
97;8;0.000019
97;9;0.000018
97;10;0.000020
97;11;0.000020
97;12;0.000020
97;13;0.000051
97;14;0.000029
97;15;0.000024
97;16;0.000024
97;17;0.000039
97;18;0.000024
97;19;0.000023
98;0;0.000012
98;1;0.000013
98;2;0.000014
98;3;0.000014
98;4;0.000015
98;5;0.000017
98;6;0.000017
98;7;0.000018
98;8;0.000019
98;9;0.000019
98;10;0.000019
98;11;0.000019
98;12;0.000021
98;13;0.000021
98;14;0.000022
98;15;0.000021
98;16;0.000022
98;17;0.000022
98;18;0.000023
98;19;0.000024
99;0;0.000011
99;1;0.000014
99;2;0.000013
99;3;0.000014
99;4;0.000015
99;5;0.000017
99;6;0.000017
99;7;0.000018
99;8;0.000019
99;9;0.000018
99;10;0.000020
99;11;0.000035
99;12;0.000021
99;13;0.000021
99;14;0.000021
99;15;0.000022
99;16;0.000023
99;17;0.000023
99;18;0.000023
99;19;0.000024
100;0;0.000011
100;1;0.000013
100;2;0.000014
100;3;0.000015
100;4;0.000015
100;5;0.000017
100;6;0.000018
100;7;0.000018
100;8;0.000019
100;9;0.000020
100;10;0.000055
100;11;0.000020
100;12;0.000021
100;13;0.000056
100;14;0.000023
100;15;0.000021
100;16;0.000022
100;17;0.000023
100;18;0.000023
100;19;0.000026
101;0;0.000012
101;1;0.000041
101;2;0.000029
101;3;0.000015
101;4;0.000015
101;5;0.000017
101;6;0.000018
101;7;0.000019
101;8;0.000018
101;9;0.000019
101;10;0.000020
101;11;0.000020
101;12;0.000021
101;13;0.000021
101;14;0.000023
101;15;0.000021
101;16;0.000023
101;17;0.000023
101;18;0.000024
101;19;0.000024
102;0;0.000011
102;1;0.000013
102;2;0.000014
102;3;0.000015
102;4;0.000016
102;5;0.000017
102;6;0.000018
102;7;0.000018
102;8;0.000019
102;9;0.000019
102;10;0.000021
102;11;0.000020
102;12;0.000022
102;13;0.000022
102;14;0.000022
102;15;0.000022
102;16;0.000023
102;17;0.000023
102;18;0.000023
102;19;0.000024
103;0;0.000012
103;1;0.000014
103;2;0.000014
103;3;0.000015
103;4;0.000016
103;5;0.000018
103;6;0.000018
103;7;0.000020
103;8;0.000020
103;9;0.000020
103;10;0.000020
103;11;0.000020
103;12;0.000021
103;13;0.000022
103;14;0.000050
103;15;0.000039
103;16;0.000024
103;17;0.000023
103;18;0.000025
103;19;0.000024
104;0;0.000013
104;1;0.000014
104;2;0.000014
104;3;0.000015
104;4;0.000016
104;5;0.000017
104;6;0.000018
104;7;0.000020
104;8;0.000020
104;9;0.000020
104;10;0.000020
104;11;0.000022
104;12;0.000021
104;13;0.000022
104;14;0.000023
104;15;0.000022
104;16;0.000024
104;17;0.000024
104;18;0.000025
104;19;0.000025
105;0;0.000011
105;1;0.000014
105;2;0.000014
105;3;0.000015
105;4;0.000060
105;5;0.000018
105;6;0.000018
105;7;0.000020
105;8;0.000019
105;9;0.000020
105;10;0.000020
105;11;0.000021
105;12;0.000021
105;13;0.000022
105;14;0.000023
105;15;0.000023
105;16;0.000023
105;17;0.000025
105;18;0.000026
105;19;0.000025
106;0;0.000012
106;1;0.000014
106;2;0.000014
106;3;0.000016
106;4;0.000016
106;5;0.000019
106;6;0.000019
106;7;0.000020
106;8;0.000020
106;9;0.000021
106;10;0.000021
106;11;0.000021
106;12;0.000021
106;13;0.000022
106;14;0.000023
106;15;0.000023
106;16;0.000024
106;17;0.000024
106;18;0.000025
106;19;0.000025
107;0;0.000013
107;1;0.000014
107;2;0.000015
107;3;0.000016
107;4;0.000016
107;5;0.000018
107;6;0.000019
107;7;0.000020
107;8;0.000020
107;9;0.000021
107;10;0.000022
107;11;0.000022
107;12;0.000022
107;13;0.000023
107;14;0.000025
107;15;0.000024
107;16;0.000025
107;17;0.000024
107;18;0.000026
107;19;0.000025
108;0;0.000013
108;1;0.000014
108;2;0.000015
108;3;0.000016
108;4;0.000016
108;5;0.000018
108;6;0.000018
108;7;0.000021
108;8;0.000020
108;9;0.000023
108;10;0.000021
108;11;0.000022
108;12;0.000022
108;13;0.000023
108;14;0.000024
108;15;0.000023
108;16;0.000025
108;17;0.000025
108;18;0.000025
108;19;0.000026
109;0;0.000012
109;1;0.000014
109;2;0.000042
109;3;0.000032
109;4;0.000017
109;5;0.000018
109;6;0.000019
109;7;0.000020
109;8;0.000020
109;9;0.000021
109;10;0.000022
109;11;0.000022
109;12;0.000024
109;13;0.000023
109;14;0.000024
109;15;0.000024
109;16;0.000025
109;17;0.000026
109;18;0.000025
109;19;0.000026
110;0;0.000012
110;1;0.000015
110;2;0.000015
110;3;0.000017
110;4;0.000017
110;5;0.000019
110;6;0.000020
110;7;0.000020
110;8;0.000021
110;9;0.000021
110;10;0.000022
110;11;0.000022
110;12;0.000024
110;13;0.000023
110;14;0.000024
110;15;0.000025
110;16;0.000026
110;17;0.000025
110;18;0.000025
110;19;0.000026
111;0;0.000013
111;1;0.000014
111;2;0.000015
111;3;0.000017
111;4;0.000017
111;5;0.000019
111;6;0.000020
111;7;0.000021
111;8;0.000021
111;9;0.000021
111;10;0.000022
111;11;0.000022
111;12;0.000024
111;13;0.000039
111;14;0.000025
111;15;0.000046
111;16;0.000052
111;17;0.000050
111;18;0.000032
111;19;0.000045
112;0;0.000014
112;1;0.000016
112;2;0.000017
112;3;0.000017
112;4;0.000018
112;5;0.000035
112;6;0.000042
112;7;0.000020
112;8;0.000021
112;9;0.000022
112;10;0.000022
112;11;0.000023
112;12;0.000023
112;13;0.000023
112;14;0.000024
112;15;0.000024
112;16;0.000025
112;17;0.000026
112;18;0.000068
112;19;0.000027
113;0;0.000013
113;1;0.000014
113;2;0.000016
113;3;0.000016
113;4;0.000018
113;5;0.000019
113;6;0.000020
113;7;0.000020
113;8;0.000021
113;9;0.000021
113;10;0.000022
113;11;0.000023
113;12;0.000023
113;13;0.000025
113;14;0.000025
113;15;0.000025
113;16;0.000025
113;17;0.000027
113;18;0.000026
113;19;0.000027
114;0;0.000014
114;1;0.000015
114;2;0.000016
114;3;0.000016
114;4;0.000018
114;5;0.000019
114;6;0.000020
114;7;0.000020
114;8;0.000021
114;9;0.000022
114;10;0.000022
114;11;0.000024
114;12;0.000023
114;13;0.000025
114;14;0.000024
114;15;0.000026
114;16;0.000025
114;17;0.000026
114;18;0.000026
114;19;0.000027
115;0;0.000013
115;1;0.000015
115;2;0.000016
115;3;0.000017
115;4;0.000019
115;5;0.000019
115;6;0.000020
115;7;0.000021
115;8;0.000023
115;9;0.000022
115;10;0.000023
115;11;0.000023
115;12;0.000023
115;13;0.000024
115;14;0.000025
115;15;0.000027
115;16;0.000026
115;17;0.000027
115;18;0.000026
115;19;0.000027
116;0;0.000013
116;1;0.000015
116;2;0.000016
116;3;0.000016
116;4;0.000019
116;5;0.000019
116;6;0.000022
116;7;0.000021
116;8;0.000022
116;9;0.000023
116;10;0.000023
116;11;0.000068
116;12;0.000023
116;13;0.000025
116;14;0.000025
116;15;0.000027
116;16;0.000026
116;17;0.000026
116;18;0.000027
116;19;0.000028
117;0;0.000013
117;1;0.000015
117;2;0.000017
117;3;0.000017
117;4;0.000019
117;5;0.000020
117;6;0.000021
117;7;0.000021
117;8;0.000021
117;9;0.000022
117;10;0.000023
117;11;0.000024
117;12;0.000025
117;13;0.000026
117;14;0.000025
117;15;0.000026
117;16;0.000026
117;17;0.000029
117;18;0.000027
117;19;0.000028
118;0;0.000013
118;1;0.000015
118;2;0.000016
118;3;0.000017
118;4;0.000018
118;5;0.000020
118;6;0.000021
118;7;0.000021
118;8;0.000023
118;9;0.000023
118;10;0.000024
118;11;0.000023
118;12;0.000024
118;13;0.000025
118;14;0.000025
118;15;0.000026
118;16;0.000026
118;17;0.000027
118;18;0.000027
118;19;0.000029
119;0;0.000013
119;1;0.000015
119;2;0.000016
119;3;0.000017
119;4;0.000018
119;5;0.000020
119;6;0.000021
119;7;0.000022
119;8;0.000026
119;9;0.000023
119;10;0.000023
119;11;0.000025
119;12;0.000024
119;13;0.000025
119;14;0.000025
119;15;0.000026
119;16;0.000026
119;17;0.000027
119;18;0.000029
119;19;0.000028
120;0;0.000058
120;1;0.000016
120;2;0.000018
120;3;0.000018
120;4;0.000019
120;5;0.000019
120;6;0.000021
120;7;0.000021
120;8;0.000023
120;9;0.000024
120;10;0.000024
120;11;0.000025
120;12;0.000025
120;13;0.000026
120;14;0.000025
120;15;0.000026
120;16;0.000028
120;17;0.000028
120;18;0.000029
120;19;0.000029
121;0;0.000014
121;1;0.000016
121;2;0.000017
121;3;0.000017
121;4;0.000018
121;5;0.000020
121;6;0.000021
121;7;0.000022
121;8;0.000022
121;9;0.000024
121;10;0.000024
121;11;0.000025
121;12;0.000025
121;13;0.000026
121;14;0.000026
121;15;0.000027
121;16;0.000027
121;17;0.000030
121;18;0.000028
121;19;0.000029
122;0;0.000014
122;1;0.000016
122;2;0.000016
122;3;0.000018
122;4;0.000020
122;5;0.000020
122;6;0.000022
122;7;0.000022
122;8;0.000023
122;9;0.000023
122;10;0.000024
122;11;0.000025
122;12;0.000025
122;13;0.000027
122;14;0.000026
122;15;0.000028
122;16;0.000027
122;17;0.000028
122;18;0.000028
122;19;0.000029
123;0;0.000014
123;1;0.000016
123;2;0.000017
123;3;0.000017
123;4;0.000020
123;5;0.000020
123;6;0.000023
123;7;0.000023
123;8;0.000023
123;9;0.000023
123;10;0.000024
123;11;0.000024
123;12;0.000025
123;13;0.000026
123;14;0.000026
123;15;0.000028
123;16;0.000028
123;17;0.000029
123;18;0.000029
123;19;0.000055
124;0;0.000029
124;1;0.000016
124;2;0.000017
124;3;0.000018
124;4;0.000020
124;5;0.000020
124;6;0.000022
124;7;0.000022
124;8;0.000023
124;9;0.000024
124;10;0.000025
124;11;0.000025
124;12;0.000025
124;13;0.000026
124;14;0.000026
124;15;0.000028
124;16;0.000027
124;17;0.000029
124;18;0.000029
124;19;0.000029
125;0;0.000014
125;1;0.000016
125;2;0.000017
125;3;0.000018
125;4;0.000021
125;5;0.000021
125;6;0.000023
125;7;0.000022
125;8;0.000024
125;9;0.000024
125;10;0.000025
125;11;0.000025
125;12;0.000026
125;13;0.000027
125;14;0.000027
125;15;0.000028
125;16;0.000028
125;17;0.000030
125;18;0.000031
125;19;0.000030
126;0;0.000023
126;1;0.000018
126;2;0.000017
126;3;0.000019
126;4;0.000019
126;5;0.000022
126;6;0.000021
126;7;0.000023
126;8;0.000023
126;9;0.000024
126;10;0.000026
126;11;0.000025
126;12;0.000026
126;13;0.000026
126;14;0.000028
126;15;0.000028
126;16;0.000028
126;17;0.000073
126;18;0.000029
126;19;0.000031
127;0;0.000014
127;1;0.000017
127;2;0.000017
127;3;0.000018
127;4;0.000020
127;5;0.000020
127;6;0.000023
127;7;0.000023
127;8;0.000024
127;9;0.000024
127;10;0.000024
127;11;0.000026
127;12;0.000026
127;13;0.000027
127;14;0.000027
127;15;0.000029
127;16;0.000028
127;17;0.000030
127;18;0.000029
127;19;0.000031
128;0;0.000014
128;1;0.000016
128;2;0.000017
128;3;0.000018
128;4;0.000020
128;5;0.000021
128;6;0.000023
128;7;0.000023
128;8;0.000024
128;9;0.000025
128;10;0.000025
128;11;0.000027
128;12;0.000027
128;13;0.000028
128;14;0.000027
128;15;0.000028
128;16;0.000028
128;17;0.000029
128;18;0.000030
128;19;0.000031
129;0;0.000014
129;1;0.000016
129;2;0.000017
129;3;0.000019
129;4;0.000020
129;5;0.000021
129;6;0.000023
129;7;0.000023
129;8;0.000025
129;9;0.000025
129;10;0.000027
129;11;0.000026
129;12;0.000026
129;13;0.000027
129;14;0.000028
129;15;0.000028
129;16;0.000029
129;17;0.000030
129;18;0.000030
129;19;0.000032
130;0;0.000014
130;1;0.000045
130;2;0.000033
130;3;0.000019
130;4;0.000020
130;5;0.000021
130;6;0.000024
130;7;0.000024
130;8;0.000025
130;9;0.000025
130;10;0.000025
130;11;0.000026
130;12;0.000026
130;13;0.000027
130;14;0.000028
130;15;0.000029
130;16;0.000029
130;17;0.000030
130;18;0.000031
130;19;0.000031
131;0;0.000014
131;1;0.000018
131;2;0.000018
131;3;0.000020
131;4;0.000020
131;5;0.000023
131;6;0.000023
131;7;0.000025
131;8;0.000024
131;9;0.000026
131;10;0.000025
131;11;0.000027
131;12;0.000027
131;13;0.000029
131;14;0.000029
131;15;0.000029
131;16;0.000029
131;17;0.000033
131;18;0.000030
131;19;0.000031
132;0;0.000015
132;1;0.000017
132;2;0.000018
132;3;0.000019
132;4;0.000020
132;5;0.000057
132;6;0.000059
132;7;0.000068
132;8;0.000026
132;9;0.000051
132;10;0.000026
132;11;0.000026
132;12;0.000027
132;13;0.000028
132;14;0.000028
132;15;0.000030
132;16;0.000029
132;17;0.000031
132;18;0.000031
132;19;0.000031
133;0;0.000015
133;1;0.000017
133;2;0.000018
133;3;0.000019
133;4;0.000021
133;5;0.000022
133;6;0.000023
133;7;0.000024
133;8;0.000025
133;9;0.000026
133;10;0.000026
133;11;0.000028
133;12;0.000072
133;13;0.000030
133;14;0.000029
133;15;0.000029
133;16;0.000030
133;17;0.000030
133;18;0.000032
133;19;0.000031
134;0;0.000016
134;1;0.000017
134;2;0.000019
134;3;0.000020
134;4;0.000021
134;5;0.000023
134;6;0.000024
134;7;0.000026
134;8;0.000025
134;9;0.000026
134;10;0.000026
134;11;0.000027
134;12;0.000027
134;13;0.000029
134;14;0.000029
134;15;0.000029
134;16;0.000030
134;17;0.000031
134;18;0.000031
134;19;0.000032
135;0;0.000016
135;1;0.000017
135;2;0.000019
135;3;0.000019
135;4;0.000021
135;5;0.000022
135;6;0.000024
135;7;0.000025
135;8;0.000025
135;9;0.000026
135;10;0.000026
135;11;0.000028
135;12;0.000028
135;13;0.000064
135;14;0.000029
135;15;0.000030
135;16;0.000031
135;17;0.000035
135;18;0.000032
135;19;0.000033
136;0;0.000016
136;1;0.000019
136;2;0.000019
136;3;0.000019
136;4;0.000047
136;5;0.000039
136;6;0.000024
136;7;0.000026
136;8;0.000025
136;9;0.000027
136;10;0.000027
136;11;0.000027
136;12;0.000028
136;13;0.000030
136;14;0.000029
136;15;0.000031
136;16;0.000031
136;17;0.000032
136;18;0.000032
136;19;0.000034
137;0;0.000016
137;1;0.000018
137;2;0.000019
137;3;0.000019
137;4;0.000022
137;5;0.000022
137;6;0.000025
137;7;0.000025
137;8;0.000027
137;9;0.000046
137;10;0.000044
137;11;0.000028
137;12;0.000028
137;13;0.000029
137;14;0.000030
137;15;0.000030
137;16;0.000031
137;17;0.000032
137;18;0.000031
137;19;0.000033
138;0;0.000015
138;1;0.000018
138;2;0.000019
138;3;0.000019
138;4;0.000024
138;5;0.000023
138;6;0.000024
138;7;0.000026
138;8;0.000025
138;9;0.000027
138;10;0.000027
138;11;0.000027
138;12;0.000028
138;13;0.000029
138;14;0.000030
138;15;0.000030
138;16;0.000032
138;17;0.000031
138;18;0.000032
138;19;0.000032
139;0;0.000015
139;1;0.000019
139;2;0.000019
139;3;0.000021
139;4;0.000022
139;5;0.000024
139;6;0.000024
139;7;0.000026
139;8;0.000026
139;9;0.000026
139;10;0.000027
139;11;0.000028
139;12;0.000030
139;13;0.000029
139;14;0.000031
139;15;0.000031
139;16;0.000031
139;17;0.000035
139;18;0.000033
139;19;0.000032
140;0;0.000017
140;1;0.000018
140;2;0.000019
140;3;0.000020
140;4;0.000022
140;5;0.000024
140;6;0.000024
140;7;0.000026
140;8;0.000026
140;9;0.000027
140;10;0.000027
140;11;0.000028
140;12;0.000029
140;13;0.000030
140;14;0.000031
140;15;0.000031
140;16;0.000032
140;17;0.000031
140;18;0.000032
140;19;0.000034
141;0;0.000016
141;1;0.000019
141;2;0.000019
141;3;0.000020
141;4;0.000021
141;5;0.000023
141;6;0.000026
141;7;0.000025
141;8;0.000027
141;9;0.000027
141;10;0.000028
141;11;0.000028
141;12;0.000029
141;13;0.000031
141;14;0.000030
141;15;0.000031
141;16;0.000032
141;17;0.000032
141;18;0.000033
141;19;0.000033
142;0;0.000016
142;1;0.000018
142;2;0.000020
142;3;0.000020
142;4;0.000022
142;5;0.000024
142;6;0.000025
142;7;0.000026
142;8;0.000026
142;9;0.000028
142;10;0.000028
142;11;0.000029
142;12;0.000029
142;13;0.000030
142;14;0.000031
142;15;0.000031
142;16;0.000032
142;17;0.000033
142;18;0.000033
142;19;0.000033
143;0;0.000016
143;1;0.000019
143;2;0.000019
143;3;0.000021
143;4;0.000021
143;5;0.000024
143;6;0.000025
143;7;0.000026
143;8;0.000028
143;9;0.000027
143;10;0.000071
143;11;0.000029
143;12;0.000030
143;13;0.000030
143;14;0.000031
143;15;0.000032
143;16;0.000032
143;17;0.000035
143;18;0.000033
143;19;0.000034
144;0;0.000016
144;1;0.000020
144;2;0.000019
144;3;0.000020
144;4;0.000022
144;5;0.000024
144;6;0.000025
144;7;0.000027
144;8;0.000028
144;9;0.000027
144;10;0.000028
144;11;0.000029
144;12;0.000030
144;13;0.000031
144;14;0.000031
144;15;0.000033
144;16;0.000032
144;17;0.000032
144;18;0.000034
144;19;0.000034
145;0;0.000017
145;1;0.000019
145;2;0.000021
145;3;0.000020
145;4;0.000022
145;5;0.000024
145;6;0.000025
145;7;0.000027
145;8;0.000027
145;9;0.000028
145;10;0.000028
145;11;0.000029
145;12;0.000030
145;13;0.000031
145;14;0.000032
145;15;0.000032
145;16;0.000034
145;17;0.000033
145;18;0.000033
145;19;0.000034
146;0;0.000016
146;1;0.000020
146;2;0.000020
146;3;0.000021
146;4;0.000022
146;5;0.000024
146;6;0.000025
146;7;0.000026
146;8;0.000028
146;9;0.000027
146;10;0.000030
146;11;0.000030
146;12;0.000030
146;13;0.000031
146;14;0.000032
146;15;0.000033
146;16;0.000033
146;17;0.000034
146;18;0.000034
146;19;0.000035
147;0;0.000017
147;1;0.000019
147;2;0.000021
147;3;0.000022
147;4;0.000023
147;5;0.000024
147;6;0.000025
147;7;0.000027
147;8;0.000027
147;9;0.000029
147;10;0.000029
147;11;0.000029
147;12;0.000030
147;13;0.000031
147;14;0.000031
147;15;0.000032
147;16;0.000034
147;17;0.000033
147;18;0.000034
147;19;0.000036
148;0;0.000016
148;1;0.000020
148;2;0.000020
148;3;0.000021
148;4;0.000022
148;5;0.000024
148;6;0.000026
148;7;0.000027
148;8;0.000029
148;9;0.000029
148;10;0.000029
148;11;0.000030
148;12;0.000031
148;13;0.000032
148;14;0.000032
148;15;0.000033
148;16;0.000033
148;17;0.000034
148;18;0.000035
148;19;0.000035
149;0;0.000017
149;1;0.000019
149;2;0.000021
149;3;0.000021
149;4;0.000023
149;5;0.000058
149;6;0.000026
149;7;0.000027
149;8;0.000028
149;9;0.000030
149;10;0.000029
149;11;0.000031
149;12;0.000031
149;13;0.000032
149;14;0.000032
149;15;0.000033
149;16;0.000034
149;17;0.000034
149;18;0.000036
149;19;0.000035
150;0;0.000016
150;1;0.000019
150;2;0.000020
150;3;0.000022
150;4;0.000022
150;5;0.000026
150;6;0.000026
150;7;0.000027
150;8;0.000028
150;9;0.000028
150;10;0.000030
150;11;0.000030
150;12;0.000030
150;13;0.000032
150;14;0.000033
150;15;0.000033
150;16;0.000034
150;17;0.000036
150;18;0.000035
150;19;0.000035
151;0;0.000017
151;1;0.000019
151;2;0.000020
151;3;0.000021
151;4;0.000024
151;5;0.000025
151;6;0.000026
151;7;0.000027
151;8;0.000028
151;9;0.000029
151;10;0.000030
151;11;0.000031
151;12;0.000031
151;13;0.000032
151;14;0.000032
151;15;0.000033
151;16;0.000035
151;17;0.000035
151;18;0.000037
151;19;0.000036
152;0;0.000016
152;1;0.000020
152;2;0.000021
152;3;0.000022
152;4;0.000023
